,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,MonthlyCharges,RiskScore,Engagement
51493,61,0,18,26,3,27,2,3,133,1,1,44.33,30,1.368421052631579
51494,61,1,48,17,6,28,1,1,775,24,1,775.0,34,0.3469387755102041
51495,37,1,36,4,10,27,1,1,858,5,1,858.0,37,0.10810810810810811
51496,56,0,25,30,8,23,3,12,710,5,1,59.17,31,1.1538461538461537
51497,52,0,22,28,5,23,2,1,623,2,1,623.0,28,1.2173913043478262
51498,56,0,36,5,9,21,3,1,779,16,1,779.0,30,0.13513513513513514
51499,55,1,34,17,5,23,1,3,333,25,1,111.0,28,0.4857142857142857
51500,51,1,52,1,8,7,1,12,506,2,1,42.17,15,0.018867924528301886
51501,36,1,38,27,5,16,2,3,325,23,1,108.33,21,0.6923076923076923
51502,57,0,19,17,0,21,2,1,686,28,1,686.0,21,0.85
51503,53,1,29,7,6,30,1,12,517,6,1,43.08,36,0.23333333333333334
51504,24,0,48,30,7,27,3,3,911,19,1,303.67,34,0.6122448979591837
51505,36,1,25,29,8,20,2,3,906,4,1,302.0,28,1.1153846153846154
51506,51,1,32,19,6,27,3,3,439,15,1,146.33,33,0.5757575757575758
51507,20,0,23,7,10,21,3,1,234,7,1,234.0,31,0.2916666666666667
51508,18,1,38,14,8,17,3,3,132,18,1,44.0,25,0.358974358974359
51509,55,0,14,2,9,20,1,12,973,2,1,81.08,29,0.13333333333333333
51510,59,1,46,28,5,27,3,1,777,27,1,777.0,32,0.5957446808510638
51511,63,0,5,3,8,9,2,12,580,17,1,48.33,17,0.5
51512,52,0,53,28,5,17,1,3,441,22,1,147.0,22,0.5185185185185185
51513,50,0,46,18,8,30,3,1,975,17,1,975.0,38,0.3829787234042553
51514,47,1,43,19,5,16,3,3,291,24,1,97.0,21,0.4318181818181818
51515,21,1,28,20,7,28,2,12,479,27,1,39.92,35,0.6896551724137931
51516,36,0,53,6,8,17,3,12,462,28,1,38.5,25,0.1111111111111111
51517,54,0,14,28,3,22,3,3,296,8,1,98.67,25,1.8666666666666667
51518,64,1,34,1,10,25,2,3,715,2,1,238.33,35,0.02857142857142857
51519,62,0,50,16,8,22,2,1,598,26,1,598.0,30,0.3137254901960784
51520,30,1,28,5,5,27,2,12,859,27,1,71.58,32,0.1724137931034483
51521,58,1,49,5,10,12,2,3,781,11,1,260.33,22,0.1
51522,38,0,2,6,2,24,1,1,267,5,1,267.0,26,2.0
51523,58,0,59,19,1,27,1,3,122,26,1,40.67,28,0.31666666666666665
51524,40,0,50,20,6,17,2,3,399,26,1,133.0,23,0.39215686274509803
51525,62,1,55,5,6,3,3,3,454,5,1,151.33,9,0.08928571428571429
51526,34,1,45,28,10,25,1,1,753,12,1,753.0,35,0.6086956521739131
51527,36,1,50,9,7,27,3,12,583,7,1,48.58,34,0.17647058823529413
51528,33,1,48,19,9,30,3,3,980,9,1,326.67,39,0.3877551020408163
51529,21,0,53,5,6,27,3,1,234,8,1,234.0,33,0.09259259259259259
51530,64,0,46,30,5,26,1,12,277,17,1,23.08,31,0.6382978723404256
51531,40,1,24,13,10,23,1,1,454,27,1,454.0,33,0.52
51532,45,1,52,29,5,25,3,1,982,12,1,982.0,30,0.5471698113207547
51533,54,0,34,5,9,25,2,12,629,12,1,52.42,34,0.14285714285714285
51534,19,0,47,7,9,17,2,3,197,2,1,65.67,26,0.14583333333333334
51535,28,1,5,2,6,19,3,12,132,24,1,11.0,25,0.3333333333333333
51536,36,1,48,7,5,18,3,3,375,17,1,125.0,23,0.14285714285714285
51537,34,1,40,3,5,27,1,3,140,8,1,46.67,32,0.07317073170731707
51538,59,0,3,4,2,30,3,1,481,17,1,481.0,32,1.0
51539,23,0,32,21,5,25,2,12,789,19,1,65.75,30,0.6363636363636364
51540,30,0,17,14,7,27,1,12,458,9,1,38.17,34,0.7777777777777778
51541,52,1,40,14,5,29,1,3,847,7,1,282.33,34,0.34146341463414637
51542,64,1,12,2,10,11,2,1,395,2,1,395.0,21,0.15384615384615385
51543,19,0,31,13,8,28,2,1,110,16,1,110.0,36,0.40625
51544,39,1,57,5,5,23,2,3,281,25,1,93.67,28,0.08620689655172414
51545,51,0,10,4,6,5,1,12,765,11,1,63.75,11,0.36363636363636365
51546,23,0,31,1,10,22,2,3,628,11,1,209.33,32,0.03125
51547,65,0,57,4,10,26,2,12,619,6,1,51.58,36,0.06896551724137931
51548,21,0,24,21,5,28,1,12,395,9,1,32.92,33,0.84
51549,44,1,56,16,8,25,2,3,413,1,1,137.67,33,0.2807017543859649
51550,40,1,37,24,5,20,2,12,673,14,1,56.08,25,0.631578947368421
51551,26,0,27,25,2,26,3,1,907,10,1,907.0,28,0.8928571428571429
51552,57,0,51,2,1,24,3,1,840,14,1,840.0,25,0.038461538461538464
51553,40,0,48,8,8,24,3,3,708,20,1,236.0,32,0.16326530612244897
51554,64,0,49,8,6,19,3,1,559,14,1,559.0,25,0.16
51555,56,1,25,3,5,16,3,12,983,9,1,81.92,21,0.11538461538461539
51556,51,0,26,23,3,21,2,3,348,22,1,116.0,24,0.8518518518518519
51557,53,0,56,5,7,20,2,1,561,10,1,561.0,27,0.08771929824561403
51558,18,0,36,29,7,22,2,3,729,23,1,243.0,29,0.7837837837837838
51559,43,1,59,9,10,30,1,12,980,12,1,81.67,40,0.15
51560,21,0,16,10,4,28,3,1,941,30,1,941.0,32,0.5882352941176471
51561,53,0,58,16,6,26,3,3,717,15,1,239.0,32,0.2711864406779661
51562,54,1,39,4,6,11,1,12,262,5,1,21.83,17,0.1
51563,62,0,44,11,8,22,2,1,870,6,1,870.0,30,0.24444444444444444
51564,28,1,6,2,3,9,1,12,880,30,1,73.33,12,0.2857142857142857
51565,30,1,25,25,6,23,2,3,269,13,1,89.67,29,0.9615384615384616
51566,57,0,29,18,8,30,3,12,314,12,1,26.17,38,0.6
51567,58,0,4,27,1,27,3,1,563,23,1,563.0,28,5.4
51568,42,0,59,16,3,30,3,1,315,3,1,315.0,33,0.26666666666666666
51569,41,0,17,1,5,10,2,12,128,9,1,10.67,15,0.05555555555555555
51570,23,1,4,2,3,1,1,12,506,24,1,42.17,4,0.4
51571,30,1,27,7,8,26,3,12,268,13,1,22.33,34,0.25
51572,19,1,37,12,7,25,3,1,273,8,1,273.0,32,0.3157894736842105
51573,60,0,1,3,3,6,1,12,866,13,1,72.17,9,1.5
51574,39,1,33,27,6,29,2,12,726,2,1,60.5,35,0.7941176470588235
51575,59,1,55,10,8,27,3,3,676,23,1,225.33,35,0.17857142857142858
51576,18,0,57,21,10,21,3,1,952,27,1,952.0,31,0.3620689655172414
51577,63,0,55,3,5,14,1,12,360,10,1,30.0,19,0.05357142857142857
51578,36,0,53,15,10,23,3,3,353,6,1,117.67,33,0.2777777777777778
51579,29,0,35,23,0,29,2,12,177,22,1,14.75,29,0.6388888888888888
51580,25,0,18,11,9,29,2,3,429,4,1,143.0,38,0.5789473684210527
51581,38,1,59,22,7,26,2,1,603,8,1,603.0,33,0.36666666666666664
51582,49,1,25,24,8,30,2,12,711,11,1,59.25,38,0.9230769230769231
51583,38,0,22,23,3,29,3,3,280,1,1,93.33,32,1.0
51584,58,1,9,2,8,2,3,12,887,13,1,73.92,10,0.2
51585,45,1,36,11,5,24,2,1,470,14,1,470.0,29,0.2972972972972973
51586,41,1,32,17,10,16,1,3,956,19,1,318.67,26,0.5151515151515151
51587,64,0,23,3,7,1,2,12,436,25,1,36.33,8,0.125
51588,38,0,28,3,0,29,1,3,222,8,1,74.0,29,0.10344827586206896
51589,33,0,59,12,6,22,3,3,219,25,1,73.0,28,0.2
51590,33,1,46,14,9,30,3,3,912,30,1,304.0,39,0.2978723404255319
51591,41,1,30,20,6,17,1,12,699,12,1,58.25,23,0.6451612903225806
51592,41,0,50,9,7,25,3,1,489,3,1,489.0,32,0.17647058823529413
51593,61,1,46,1,9,5,1,3,351,24,1,117.0,14,0.02127659574468085
51594,20,0,52,29,3,23,1,1,223,26,1,223.0,26,0.5471698113207547
51595,63,1,55,18,10,20,3,1,603,29,1,603.0,30,0.32142857142857145
51596,55,0,21,15,8,22,1,1,584,29,1,584.0,30,0.6818181818181818
51597,27,0,53,20,10,24,2,3,176,13,1,58.67,34,0.37037037037037035
51598,35,0,14,2,1,11,3,12,257,4,1,21.42,12,0.13333333333333333
51599,24,1,32,25,6,29,2,12,667,15,1,55.58,35,0.7575757575757576
51600,56,1,30,26,10,24,1,1,788,21,1,788.0,34,0.8387096774193549
51601,65,0,3,4,4,5,1,12,651,14,1,54.25,9,1.0
51602,53,1,39,15,10,29,2,12,164,11,1,13.67,39,0.375
51603,64,1,40,5,9,11,1,12,503,15,1,41.92,20,0.12195121951219512
51604,53,1,4,4,7,24,1,12,476,6,1,39.67,31,0.8
51605,18,0,43,14,3,29,2,3,484,17,1,161.33,32,0.3181818181818182
51606,33,1,31,13,7,26,2,1,356,30,1,356.0,33,0.40625
51607,47,0,5,17,1,30,2,1,487,23,1,487.0,31,2.8333333333333335
51608,56,0,1,1,3,13,2,12,643,1,1,53.58,16,0.5
51609,31,1,49,24,5,22,1,3,810,13,1,270.0,27,0.48
51610,41,1,32,22,6,18,3,1,501,11,1,501.0,24,0.6666666666666666
51611,57,1,37,3,9,8,3,3,740,23,1,246.67,17,0.07894736842105263
51612,52,1,46,28,8,23,1,12,723,26,1,60.25,31,0.5957446808510638
51613,47,1,47,24,5,25,3,12,361,17,1,30.08,30,0.5
51614,59,0,3,16,8,23,1,1,358,26,1,358.0,31,4.0
51615,44,1,48,10,7,18,3,12,816,19,1,68.0,25,0.20408163265306123
51616,41,0,23,21,1,23,2,3,371,25,1,123.67,24,0.875
51617,57,0,36,27,7,30,2,3,213,16,1,71.0,37,0.7297297297297297
51618,65,0,10,5,10,12,2,12,430,24,1,35.83,22,0.45454545454545453
51619,46,0,26,13,9,21,3,3,211,17,1,70.33,30,0.48148148148148145
51620,58,0,25,25,7,25,1,3,336,18,1,112.0,32,0.9615384615384616
51621,18,1,27,13,7,18,1,12,584,18,1,48.67,25,0.4642857142857143
51622,63,1,41,21,6,25,1,12,999,24,1,83.25,31,0.5
51623,50,1,31,30,8,27,2,3,252,12,1,84.0,35,0.9375
51624,22,0,41,14,10,26,1,12,320,23,1,26.67,36,0.3333333333333333
51625,21,1,45,20,10,17,2,3,771,4,1,257.0,27,0.43478260869565216
51626,25,1,4,3,1,15,1,1,994,21,1,994.0,16,0.6
51627,32,0,22,15,1,22,3,1,440,30,1,440.0,23,0.6521739130434783
51628,49,1,57,3,8,30,1,1,411,11,1,411.0,38,0.05172413793103448
51629,23,0,16,17,10,22,3,1,147,7,1,147.0,32,1.0
51630,39,0,45,26,3,30,1,1,355,7,1,355.0,33,0.5652173913043478
51631,21,0,31,11,10,25,3,1,820,28,1,820.0,35,0.34375
51632,20,0,23,10,9,26,2,1,227,18,1,227.0,35,0.4166666666666667
51633,21,0,37,8,8,28,3,12,919,23,1,76.58,36,0.21052631578947367
51634,46,1,54,23,8,21,2,1,940,27,1,940.0,29,0.41818181818181815
51635,50,0,14,16,4,21,3,3,452,27,1,150.67,25,1.0666666666666667
51636,40,0,59,9,6,26,3,1,875,21,1,875.0,32,0.15
51637,40,0,28,5,4,28,2,1,453,20,1,453.0,32,0.1724137931034483
51638,20,0,52,4,4,23,2,3,294,8,1,98.0,27,0.07547169811320754
51639,20,1,36,26,9,16,1,3,614,15,1,204.67,25,0.7027027027027027
51640,26,1,40,6,8,26,3,3,555,5,1,185.0,34,0.14634146341463414
51641,48,1,37,24,5,24,1,12,497,9,1,41.42,29,0.631578947368421
51642,36,1,35,5,6,30,2,1,931,3,1,931.0,36,0.1388888888888889
51643,18,0,38,16,9,28,3,1,736,7,1,736.0,37,0.41025641025641024
51644,58,0,58,6,0,27,3,12,115,20,1,9.58,27,0.1016949152542373
51645,31,1,27,14,6,20,1,3,439,6,1,146.33,26,0.5
51646,33,0,12,29,0,26,2,12,222,11,1,18.5,26,2.230769230769231
51647,51,0,25,27,2,21,2,1,119,17,1,119.0,23,1.0384615384615385
51648,24,0,47,20,6,17,3,1,288,18,1,288.0,23,0.4166666666666667
51649,27,1,59,17,5,25,2,1,697,7,1,697.0,30,0.2833333333333333
51650,27,0,10,15,0,30,2,3,105,12,1,35.0,30,1.3636363636363635
51651,26,1,57,7,7,30,3,1,696,12,1,696.0,37,0.1206896551724138
51652,42,1,33,12,6,18,3,12,761,1,1,63.42,24,0.35294117647058826
51653,32,0,25,13,10,29,2,1,111,27,1,111.0,39,0.5
51654,60,1,36,4,9,20,2,1,201,23,1,201.0,29,0.10810810810810811
51655,57,0,13,30,2,27,2,12,420,22,1,35.0,29,2.142857142857143
51656,45,0,41,1,0,22,2,3,185,30,1,61.67,22,0.023809523809523808
51657,37,1,46,24,10,16,3,1,888,17,1,888.0,26,0.5106382978723404
51658,62,0,5,11,5,22,1,3,484,22,1,161.33,27,1.8333333333333333
51659,23,0,3,9,1,29,2,12,182,26,1,15.17,30,2.25
51660,40,0,35,6,3,28,3,12,193,25,1,16.08,31,0.16666666666666666
51661,62,0,1,14,8,28,2,1,964,6,1,964.0,36,7.0
51662,45,1,31,16,8,21,3,3,179,13,1,59.67,29,0.5
51663,60,0,46,1,0,29,2,1,263,20,1,263.0,29,0.02127659574468085
51664,61,1,55,9,9,26,3,3,724,13,1,241.33,35,0.16071428571428573
51665,30,0,45,30,5,29,1,12,436,7,1,36.33,34,0.6521739130434783
51666,53,1,5,2,3,3,3,12,469,26,1,39.08,6,0.3333333333333333
51667,64,1,37,19,5,18,3,1,262,10,1,262.0,23,0.5
51668,59,1,51,21,10,28,3,1,635,1,1,635.0,38,0.40384615384615385
51669,30,1,45,26,5,24,2,1,224,12,1,224.0,29,0.5652173913043478
51670,44,1,51,11,9,24,2,12,679,14,1,56.58,33,0.21153846153846154
51671,22,0,56,2,2,23,2,12,449,9,1,37.42,25,0.03508771929824561
51672,40,0,46,16,6,25,1,12,843,9,1,70.25,31,0.3404255319148936
51673,55,1,56,2,9,10,2,3,153,20,1,51.0,19,0.03508771929824561
51674,19,0,56,12,1,25,1,12,484,17,1,40.33,26,0.21052631578947367
51675,31,0,52,2,1,19,3,12,186,26,1,15.5,20,0.03773584905660377
51676,59,1,39,16,10,27,2,3,771,21,1,257.0,37,0.4
51677,57,0,43,29,3,24,3,1,844,8,1,844.0,27,0.6590909090909091
51678,41,0,2,29,3,27,2,1,550,8,1,550.0,30,9.666666666666666
51679,62,1,36,5,4,14,2,1,883,18,1,883.0,18,0.13513513513513514
51680,28,0,2,9,7,28,2,3,359,18,1,119.67,35,3.0
51681,65,0,3,13,5,21,1,3,190,30,1,63.33,26,3.25
51682,26,0,33,4,9,17,3,3,481,4,1,160.33,26,0.11764705882352941
51683,60,0,43,23,8,19,3,1,148,3,1,148.0,27,0.5227272727272727
51684,33,0,2,11,2,25,3,1,672,23,1,672.0,27,3.6666666666666665
51685,41,1,53,5,8,18,2,3,955,12,1,318.33,26,0.09259259259259259
51686,32,0,42,22,1,26,2,1,822,28,1,822.0,27,0.5116279069767442
51687,32,1,37,2,5,30,2,3,305,4,1,101.67,35,0.05263157894736842
51688,57,1,4,5,4,26,1,12,522,21,1,43.5,30,1.0
51689,19,0,53,11,7,29,2,3,902,19,1,300.67,36,0.2037037037037037
51690,41,1,30,13,10,24,3,3,627,16,1,209.0,34,0.41935483870967744
51691,37,0,27,29,0,30,1,3,376,14,1,125.33,30,1.0357142857142858
51692,59,0,7,1,10,25,2,1,276,18,1,276.0,35,0.125
51693,46,1,59,25,6,25,3,1,495,14,1,495.0,31,0.4166666666666667
51694,34,1,50,4,9,26,2,3,316,23,1,105.33,35,0.0784313725490196
51695,24,1,26,15,7,29,3,3,792,23,1,264.0,36,0.5555555555555556
51696,23,0,49,25,7,26,2,12,815,14,1,67.92,33,0.5
51697,63,0,34,2,4,18,1,12,974,1,1,81.17,22,0.05714285714285714
51698,25,0,47,25,10,16,2,12,672,16,1,56.0,26,0.5208333333333334
51699,54,1,38,20,8,17,1,12,515,4,1,42.92,25,0.5128205128205128
51700,61,0,7,2,3,18,3,12,619,17,1,51.58,21,0.25
51701,63,0,47,3,7,7,2,3,581,2,1,193.67,14,0.0625
51702,26,1,37,9,6,19,2,1,611,30,1,611.0,25,0.23684210526315788
51703,65,1,51,26,6,23,3,1,303,25,1,303.0,29,0.5
51704,26,0,31,17,9,22,3,3,292,30,1,97.33,31,0.53125
51705,63,0,40,25,8,27,1,3,826,29,1,275.33,35,0.6097560975609756
51706,45,0,8,7,3,30,1,3,195,26,1,65.0,33,0.7777777777777778
51707,23,1,39,16,10,21,2,3,243,28,1,81.0,31,0.4
51708,18,0,32,26,5,23,1,1,112,6,1,112.0,28,0.7878787878787878
51709,45,0,34,7,4,26,1,3,246,11,1,82.0,30,0.2
51710,19,0,53,29,9,28,1,12,124,3,1,10.33,37,0.5370370370370371
51711,32,1,24,9,8,20,2,12,889,15,1,74.08,28,0.36
51712,32,0,23,30,3,24,1,1,547,30,1,547.0,27,1.25
51713,60,0,58,4,8,2,3,1,224,12,1,224.0,10,0.06779661016949153
51714,23,0,42,23,10,26,2,12,286,1,1,23.83,36,0.5348837209302325
51715,52,1,54,1,7,23,1,1,562,24,1,562.0,30,0.01818181818181818
51716,36,0,26,17,5,26,3,1,714,8,1,714.0,31,0.6296296296296297
51717,58,0,29,19,2,21,2,1,380,6,1,380.0,23,0.6333333333333333
51718,37,0,46,11,0,28,2,1,955,8,1,955.0,28,0.23404255319148937
51719,52,1,24,7,8,29,2,12,861,7,1,71.75,37,0.28
51720,42,1,54,25,8,23,3,1,618,3,1,618.0,31,0.45454545454545453
51721,50,1,37,20,7,30,2,1,706,1,1,706.0,37,0.5263157894736842
51722,52,1,34,5,8,21,1,1,748,19,1,748.0,29,0.14285714285714285
51723,45,0,57,8,6,22,2,12,354,2,1,29.5,28,0.13793103448275862
51724,62,1,37,2,5,26,2,1,185,22,1,185.0,31,0.05263157894736842
51725,29,0,20,6,2,22,2,1,175,9,1,175.0,24,0.2857142857142857
51726,40,1,35,13,10,23,2,12,869,25,1,72.42,33,0.3611111111111111
51727,21,0,46,27,4,29,1,3,142,16,1,47.33,33,0.574468085106383
51728,54,1,51,9,6,22,3,12,697,8,1,58.08,28,0.17307692307692307
51729,49,0,50,3,5,29,3,3,127,17,1,42.33,34,0.058823529411764705
51730,25,0,3,2,8,26,2,12,195,29,1,16.25,34,0.5
51731,54,0,33,5,6,15,3,12,723,11,1,60.25,21,0.14705882352941177
51732,48,0,32,4,10,20,3,1,441,30,1,441.0,30,0.12121212121212122
51733,56,0,35,30,5,26,2,12,615,5,1,51.25,31,0.8333333333333334
51734,42,0,53,21,7,25,3,3,716,13,1,238.67,32,0.3888888888888889
51735,64,0,42,14,5,20,1,1,607,27,1,607.0,25,0.32558139534883723
51736,64,0,25,13,9,16,2,12,515,12,1,42.92,25,0.5
51737,54,0,29,28,10,18,1,12,477,24,1,39.75,28,0.9333333333333333
51738,20,0,6,9,8,24,2,1,173,3,1,173.0,32,1.2857142857142858
51739,60,0,18,27,3,29,1,1,214,9,1,214.0,32,1.4210526315789473
51740,27,0,19,23,9,22,2,3,435,21,1,145.0,31,1.15
51741,32,1,50,24,9,27,1,12,757,20,1,63.08,36,0.47058823529411764
51742,29,0,58,26,1,29,3,1,998,4,1,998.0,30,0.4406779661016949
51743,54,0,52,11,6,29,1,12,159,22,1,13.25,35,0.20754716981132076
51744,57,0,53,1,5,17,3,1,446,11,1,446.0,22,0.018518518518518517
51745,40,0,5,3,2,21,1,1,875,9,1,875.0,23,0.5
51746,36,1,34,13,10,16,1,3,170,28,1,56.67,26,0.37142857142857144
51747,36,0,43,2,5,27,2,12,413,1,1,34.42,32,0.045454545454545456
51748,37,0,22,24,10,27,2,12,233,2,1,19.42,37,1.0434782608695652
51749,52,0,31,10,5,18,3,12,375,26,1,31.25,23,0.3125
51750,34,1,52,21,6,30,2,3,510,23,1,170.0,36,0.39622641509433965
51751,63,0,10,7,1,23,1,12,259,29,1,21.58,24,0.6363636363636364
51752,44,1,49,9,9,17,2,1,311,22,1,311.0,26,0.18
51753,45,1,37,8,8,17,1,12,598,15,1,49.83,25,0.21052631578947367
51754,43,0,30,6,2,23,3,3,168,18,1,56.0,25,0.1935483870967742
51755,21,0,58,30,7,29,2,3,997,4,1,332.33,36,0.5084745762711864
51756,58,0,58,14,8,17,1,12,581,25,1,48.42,25,0.23728813559322035
51757,20,0,46,2,5,23,3,3,436,21,1,145.33,28,0.0425531914893617
51758,47,0,20,18,4,21,3,1,537,7,1,537.0,25,0.8571428571428571
51759,63,0,55,19,0,26,3,1,810,30,1,810.0,26,0.3392857142857143
51760,33,0,11,14,2,24,3,1,854,7,1,854.0,26,1.1666666666666667
51761,54,0,54,5,6,2,1,12,954,17,1,79.5,8,0.09090909090909091
51762,23,1,30,28,6,26,3,3,524,1,1,174.67,32,0.9032258064516129
51763,62,1,33,20,9,22,1,12,976,9,1,81.33,31,0.5882352941176471
51764,29,0,43,22,7,17,1,12,997,7,1,83.08,24,0.5
51765,24,1,49,10,7,30,3,3,267,15,1,89.0,37,0.2
51766,55,0,37,10,4,25,2,12,398,5,1,33.17,29,0.2631578947368421
51767,36,0,26,22,10,29,2,3,786,1,1,262.0,39,0.8148148148148148
51768,27,0,5,17,5,30,2,3,378,4,1,126.0,35,2.8333333333333335
51769,55,1,34,9,5,18,3,3,793,26,1,264.33,23,0.2571428571428571
51770,57,0,58,18,5,30,3,1,858,2,1,858.0,35,0.3050847457627119
51771,25,1,28,3,5,21,2,1,172,30,1,172.0,26,0.10344827586206896
51772,34,0,51,4,10,25,3,1,159,7,1,159.0,35,0.07692307692307693
51773,58,1,59,7,8,18,2,12,679,21,1,56.58,26,0.11666666666666667
51774,51,0,33,25,2,28,2,1,670,26,1,670.0,30,0.7352941176470589
51775,56,0,21,23,2,27,2,12,145,23,1,12.08,29,1.0454545454545454
51776,57,0,32,5,4,14,1,12,283,7,1,23.58,18,0.15151515151515152
51777,65,1,59,19,10,18,2,1,686,18,1,686.0,28,0.31666666666666665
51778,27,0,10,5,7,30,2,3,456,28,1,152.0,37,0.45454545454545453
51779,47,1,60,29,9,18,3,1,535,22,1,535.0,27,0.47540983606557374
51780,38,0,46,28,8,16,3,1,693,24,1,693.0,24,0.5957446808510638
51781,47,0,25,4,9,30,2,1,184,7,1,184.0,39,0.15384615384615385
51782,63,1,46,30,5,19,1,1,979,28,1,979.0,24,0.6382978723404256
51783,65,0,32,9,7,16,3,12,418,1,1,34.83,23,0.2727272727272727
51784,65,0,7,1,10,22,2,3,364,4,1,121.33,32,0.125
51785,54,0,60,4,5,20,2,12,494,19,1,41.17,25,0.06557377049180328
51786,54,0,25,30,1,29,2,12,268,5,1,22.33,30,1.1538461538461537
51787,65,1,53,2,6,13,1,12,166,22,1,13.83,19,0.037037037037037035
51788,63,0,46,14,10,23,2,1,592,24,1,592.0,33,0.2978723404255319
51789,42,1,31,27,8,29,3,1,843,22,1,843.0,37,0.84375
51790,47,1,38,17,7,26,2,3,810,22,1,270.0,33,0.4358974358974359
51791,30,0,45,2,9,9,1,12,135,30,1,11.25,18,0.043478260869565216
51792,23,0,21,20,0,21,1,1,292,24,1,292.0,21,0.9090909090909091
51793,27,1,26,3,6,28,3,1,996,13,1,996.0,34,0.1111111111111111
51794,28,1,39,24,7,22,1,1,656,28,1,656.0,29,0.6
51795,37,0,44,1,1,5,2,12,136,9,1,11.33,6,0.022222222222222223
51796,59,1,53,4,5,27,1,1,302,25,1,302.0,32,0.07407407407407407
51797,28,0,39,23,9,26,3,12,917,15,1,76.42,35,0.575
51798,46,1,55,15,5,26,3,3,551,19,1,183.67,31,0.26785714285714285
51799,41,0,24,20,1,30,2,1,891,6,1,891.0,31,0.8
51800,21,1,59,3,7,19,3,3,937,12,1,312.33,26,0.05
51801,58,0,35,25,10,20,2,1,660,5,1,660.0,30,0.6944444444444444
51802,49,0,42,7,2,25,3,1,504,19,1,504.0,27,0.16279069767441862
51803,30,0,28,13,8,18,1,12,277,8,1,23.08,26,0.4482758620689655
51804,65,0,8,3,8,11,3,1,111,10,1,111.0,19,0.3333333333333333
51805,37,0,4,16,3,27,2,1,739,14,1,739.0,30,3.2
51806,48,0,8,20,2,29,2,1,770,19,1,770.0,31,2.2222222222222223
51807,25,1,58,24,10,23,1,1,627,20,1,627.0,33,0.4067796610169492
51808,38,0,51,22,5,18,1,3,407,17,1,135.67,23,0.4230769230769231
51809,22,0,33,1,8,27,3,1,654,1,1,654.0,35,0.029411764705882353
51810,53,1,26,18,7,21,3,12,650,8,1,54.17,28,0.6666666666666666
51811,23,0,34,23,6,26,1,12,252,23,1,21.0,32,0.6571428571428571
51812,22,0,45,11,6,29,1,1,673,22,1,673.0,35,0.2391304347826087
51813,63,0,59,19,2,24,1,3,281,19,1,93.67,26,0.31666666666666665
51814,23,0,11,2,0,1,3,12,996,4,1,83.0,1,0.16666666666666666
51815,47,0,24,1,1,25,1,1,656,16,1,656.0,26,0.04
51816,20,0,48,19,10,22,2,3,622,4,1,207.33,32,0.3877551020408163
51817,63,1,46,5,6,7,2,3,610,29,1,203.33,13,0.10638297872340426
51818,19,0,18,28,6,25,2,1,694,14,1,694.0,31,1.4736842105263157
51819,25,0,60,8,10,23,3,1,695,11,1,695.0,33,0.13114754098360656
51820,56,1,37,20,7,28,3,12,480,3,1,40.0,35,0.5263157894736842
51821,30,1,38,8,10,17,2,3,280,23,1,93.33,27,0.20512820512820512
51822,39,1,31,8,8,30,2,3,486,21,1,162.0,38,0.25
51823,20,1,26,3,5,18,1,1,291,1,1,291.0,23,0.1111111111111111
51824,21,0,56,26,9,18,2,3,224,13,1,74.67,27,0.45614035087719296
51825,63,1,10,4,8,22,3,12,439,3,1,36.58,30,0.36363636363636365
51826,64,0,59,1,4,3,3,12,200,17,1,16.67,7,0.016666666666666666
51827,19,0,17,10,3,22,2,3,412,14,1,137.33,25,0.5555555555555556
51828,30,1,49,6,9,25,1,1,446,27,1,446.0,34,0.12
51829,22,0,9,13,5,22,3,12,446,22,1,37.17,27,1.3
51830,21,0,15,18,6,22,3,12,207,23,1,17.25,28,1.125
51831,64,1,51,26,9,20,3,3,530,8,1,176.67,29,0.5
51832,52,0,21,16,6,27,1,12,177,7,1,14.75,33,0.7272727272727273
51833,62,1,57,21,8,29,3,3,873,21,1,291.0,37,0.3620689655172414
51834,54,1,28,13,8,16,2,3,514,5,1,171.33,24,0.4482758620689655
51835,24,0,44,20,4,25,1,1,788,12,1,788.0,29,0.4444444444444444
51836,59,0,4,9,8,25,2,1,272,15,1,272.0,33,1.8
51837,18,0,45,26,10,19,3,1,500,2,1,500.0,29,0.5652173913043478
51838,53,1,33,11,9,20,1,1,771,5,1,771.0,29,0.3235294117647059
51839,31,1,33,5,7,23,2,3,403,10,1,134.33,30,0.14705882352941177
51840,50,1,54,7,10,18,1,1,809,12,1,809.0,28,0.12727272727272726
51841,42,1,26,8,5,17,2,12,294,14,1,24.5,22,0.2962962962962963
51842,26,1,51,20,7,21,2,3,158,21,1,52.67,28,0.38461538461538464
51843,53,0,38,3,1,29,3,3,291,7,1,97.0,30,0.07692307692307693
51844,25,0,32,28,6,26,1,3,403,26,1,134.33,32,0.8484848484848485
51845,45,0,48,24,10,26,1,1,187,21,1,187.0,36,0.4897959183673469
51846,43,0,27,4,1,28,2,3,328,16,1,109.33,29,0.14285714285714285
51847,26,0,27,11,6,27,3,3,460,19,1,153.33,33,0.39285714285714285
51848,57,1,42,4,10,30,2,12,250,30,1,20.83,40,0.09302325581395349
51849,37,1,46,28,7,25,3,3,670,7,1,223.33,32,0.5957446808510638
