,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,MonthlyCharges
54138,55,1,48,2,10,5,1,1,435,28,1,435.0
54139,36,1,44,30,5,23,3,12,166,10,1,13.833333333333334
54140,27,1,57,16,5,30,2,3,196,2,1,65.33333333333333
54141,40,0,58,13,10,21,3,3,274,1,1,91.33333333333333
54142,30,1,33,20,9,21,3,12,614,3,1,51.166666666666664
54143,36,0,11,26,7,30,2,1,704,24,1,704.0
54144,61,0,12,18,9,25,2,1,559,19,1,559.0
54145,55,1,56,1,8,18,3,12,752,16,1,62.666666666666664
54146,42,1,60,23,7,30,1,12,964,20,1,80.33333333333333
54147,33,0,53,28,6,21,1,12,158,10,1,13.166666666666666
54148,60,0,47,20,7,25,3,12,427,10,1,35.583333333333336
54149,31,0,33,25,8,29,3,1,438,28,1,438.0
54150,48,0,26,7,3,26,1,3,157,10,1,52.333333333333336
54151,27,0,60,28,4,29,2,1,401,19,1,401.0
54152,57,1,49,14,7,18,2,1,173,2,1,173.0
54153,35,0,42,11,5,20,1,3,627,25,1,209.0
54154,65,0,23,22,9,30,2,1,716,8,1,716.0
54155,64,1,53,18,7,24,2,3,800,21,1,266.6666666666667
54156,62,1,14,4,5,18,1,1,989,6,1,989.0
54157,53,0,1,4,6,2,3,12,166,27,1,13.833333333333334
54158,39,1,59,14,5,24,3,1,758,8,1,758.0
54159,51,1,32,1,10,23,1,1,804,5,1,804.0
54160,59,0,44,8,8,20,2,1,613,26,1,613.0
54161,30,0,42,26,7,17,1,1,896,13,1,896.0
54162,20,1,49,12,9,19,1,12,721,26,1,60.083333333333336
54163,59,1,10,1,1,27,2,12,152,2,1,12.666666666666666
54164,53,0,22,11,6,27,1,12,136,5,1,11.333333333333334
54165,59,0,25,2,4,20,1,12,322,3,1,26.833333333333332
54166,27,1,38,16,10,17,2,1,841,29,1,841.0
54167,38,1,48,9,5,25,2,3,878,23,1,292.6666666666667
54168,54,1,51,15,7,26,1,12,104,5,1,8.666666666666666
54169,25,1,42,21,8,21,1,12,744,26,1,62.0
54170,23,1,43,16,8,23,3,12,712,24,1,59.333333333333336
54171,60,1,49,25,10,30,3,3,720,7,1,240.0
54172,20,0,42,29,8,24,3,1,799,27,1,799.0
54173,65,1,52,27,10,16,2,1,393,19,1,393.0
54174,26,0,49,19,9,22,3,1,871,29,1,871.0
54175,57,1,27,23,7,17,3,1,809,25,1,809.0
54176,45,0,12,28,0,25,3,1,739,16,1,739.0
54177,54,1,34,4,10,10,3,1,371,8,1,371.0
54178,30,0,39,16,5,17,1,1,432,15,1,432.0
54179,40,0,9,2,10,4,2,12,279,24,1,23.25
54180,48,0,2,28,4,21,1,1,195,18,1,195.0
54181,30,0,3,20,9,27,2,1,282,30,1,282.0
54182,44,1,24,7,9,28,2,1,216,18,1,216.0
54183,56,1,41,7,7,27,2,1,895,12,1,895.0
54184,23,0,19,16,4,24,3,12,411,17,1,34.25
54185,57,0,16,17,8,26,3,12,187,20,1,15.583333333333334
54186,37,0,56,18,6,28,3,1,457,4,1,457.0
54187,53,1,43,2,9,8,3,12,894,23,1,74.5
54188,61,1,55,2,10,1,1,1,113,12,1,113.0
54189,24,1,31,10,5,16,3,12,289,13,1,24.083333333333332
54190,27,1,38,10,9,21,2,12,547,17,1,45.583333333333336
54191,64,0,11,1,8,12,3,1,349,1,1,349.0
54192,55,1,55,2,6,5,2,12,749,27,1,62.416666666666664
54193,31,0,56,26,5,29,2,12,605,11,1,50.416666666666664
54194,37,0,25,10,2,25,3,1,248,18,1,248.0
54195,45,1,48,30,9,21,1,12,662,6,1,55.166666666666664
54196,52,0,24,11,10,20,3,12,368,30,1,30.666666666666668
54197,21,0,13,11,7,23,3,3,424,29,1,141.33333333333334
54198,59,0,55,10,7,22,3,12,278,25,1,23.166666666666668
54199,57,1,10,2,10,1,1,12,482,3,1,40.166666666666664
54200,41,0,52,26,10,21,2,1,391,22,1,391.0
54201,56,0,52,25,4,27,2,12,131,2,1,10.916666666666666
54202,48,0,52,14,6,23,3,1,862,26,1,862.0
54203,37,0,26,28,10,29,3,3,430,18,1,143.33333333333334
54204,52,1,16,5,7,21,2,12,875,19,1,72.91666666666667
54205,62,1,52,20,9,23,1,3,614,13,1,204.66666666666666
54206,59,0,36,5,4,27,1,1,109,22,1,109.0
54207,54,0,37,30,7,19,3,1,531,21,1,531.0
54208,64,1,47,2,10,1,2,12,990,28,1,82.5
54209,25,0,38,11,3,23,2,1,686,8,1,686.0
54210,39,0,46,20,3,22,3,1,802,16,1,802.0
54211,27,0,4,9,8,22,3,12,429,17,1,35.75
54212,45,0,24,14,0,21,3,1,963,16,1,963.0
54213,38,0,14,20,9,25,1,1,551,22,1,551.0
54214,41,0,31,25,1,29,2,12,318,27,1,26.5
54215,27,1,24,5,7,21,3,1,820,24,1,820.0
54216,23,0,35,2,7,20,2,3,454,7,1,151.33333333333334
54217,56,0,32,1,5,10,3,12,810,17,1,67.5
54218,64,1,28,13,5,30,1,12,991,2,1,82.58333333333333
54219,46,1,41,17,10,28,2,12,391,23,1,32.583333333333336
54220,46,0,32,2,4,22,2,3,220,21,1,73.33333333333333
54221,30,0,46,9,7,22,3,12,391,10,1,32.583333333333336
54222,47,0,5,9,3,21,2,3,179,7,1,59.666666666666664
54223,56,1,37,4,4,25,2,12,687,13,1,57.25
54224,18,0,49,20,1,27,3,1,916,19,1,916.0
54225,22,0,31,24,2,25,1,3,114,11,1,38.0
54226,23,1,43,28,8,16,1,3,146,22,1,48.666666666666664
54227,30,0,31,10,7,29,2,1,603,21,1,603.0
54228,36,0,3,26,8,27,3,3,349,12,1,116.33333333333333
54229,60,0,54,5,4,16,2,1,956,12,1,956.0
54230,40,0,47,23,7,24,2,1,557,9,1,557.0
54231,56,1,55,25,5,27,2,1,762,28,1,762.0
54232,31,1,2,2,7,27,3,12,153,3,1,12.75
54233,65,0,31,2,3,16,1,12,255,10,1,21.25
54234,38,0,51,1,2,20,3,12,193,5,1,16.083333333333332
54235,29,0,21,20,8,26,1,1,369,18,1,369.0
54236,56,1,7,5,5,1,1,3,214,24,1,71.33333333333333
54237,40,0,13,28,5,21,2,12,381,10,1,31.75
54238,44,0,21,10,5,23,1,1,671,13,1,671.0
54239,59,1,25,12,5,24,1,12,496,13,1,41.333333333333336
54240,38,1,47,20,8,17,3,12,868,28,1,72.33333333333333
54241,54,0,31,12,10,30,3,12,661,26,1,55.083333333333336
54242,54,0,2,5,7,8,1,1,785,9,1,785.0
54243,47,1,58,20,5,28,2,12,848,12,1,70.66666666666667
54244,57,1,26,22,5,19,3,3,493,1,1,164.33333333333334
54245,37,0,52,11,8,27,2,3,864,16,1,288.0
54246,65,0,15,8,4,28,3,3,498,13,1,166.0
54247,27,0,36,9,5,27,3,1,609,25,1,609.0
54248,41,1,39,10,10,17,1,3,201,23,1,67.0
54249,30,0,41,14,9,26,3,3,687,26,1,229.0
54250,48,1,51,26,5,18,3,12,736,9,1,61.333333333333336
54251,20,0,27,20,8,18,2,3,259,28,1,86.33333333333333
54252,22,0,32,4,8,23,2,3,993,30,1,331.0
54253,32,1,52,1,7,18,3,1,857,29,1,857.0
54254,32,0,27,29,10,17,2,3,671,30,1,223.66666666666666
54255,44,1,44,13,7,16,2,1,846,29,1,846.0
54256,60,1,56,15,9,19,1,3,227,9,1,75.66666666666667
54257,41,0,7,2,5,16,2,12,314,30,1,26.166666666666668
54258,43,1,39,9,10,21,3,3,786,1,1,262.0
54259,45,0,25,24,7,19,2,3,283,26,1,94.33333333333333
54260,58,0,29,11,1,23,3,3,332,1,1,110.66666666666667
54261,52,0,7,20,1,21,3,12,239,16,1,19.916666666666668
54262,33,0,29,24,10,17,3,3,380,23,1,126.66666666666667
54263,18,0,30,21,6,16,1,1,304,20,1,304.0
54264,41,0,57,27,3,24,2,12,455,24,1,37.916666666666664
54265,52,0,22,3,9,27,2,1,894,27,1,894.0
54266,42,0,42,11,0,26,1,12,133,14,1,11.083333333333334
54267,47,0,2,13,8,23,2,12,118,28,1,9.833333333333334
54268,32,1,46,27,8,19,3,3,770,22,1,256.6666666666667
54269,37,0,53,16,2,27,3,1,884,23,1,884.0
54270,19,0,54,3,8,24,3,12,350,15,1,29.166666666666668
54271,29,0,19,6,5,26,3,12,270,22,1,22.5
54272,56,0,52,7,7,21,3,12,199,17,1,16.583333333333332
54273,29,0,37,9,10,23,1,12,859,28,1,71.58333333333333
54274,18,1,36,11,7,18,2,1,770,1,1,770.0
54275,51,1,60,8,5,19,2,3,667,28,1,222.33333333333334
54276,61,1,4,4,4,23,3,3,896,28,1,298.6666666666667
54277,54,0,19,12,8,23,2,1,314,11,1,314.0
54278,63,0,43,14,10,22,2,12,892,4,1,74.33333333333333
54279,53,0,19,1,9,28,2,12,858,2,1,71.5
54280,52,1,27,23,9,28,3,3,546,25,1,182.0
54281,32,1,60,30,10,30,1,3,820,28,1,273.3333333333333
54282,51,0,39,6,5,26,1,1,284,19,1,284.0
54283,35,0,54,28,10,26,2,1,880,15,1,880.0
54284,58,0,37,2,3,29,1,3,468,8,1,156.0
54285,39,0,38,4,5,28,3,3,609,23,1,203.0
54286,32,1,26,30,6,19,3,3,527,27,1,175.66666666666666
54287,22,0,30,4,8,18,3,3,661,27,1,220.33333333333334
54288,56,0,42,8,9,17,1,1,229,1,1,229.0
54289,65,1,24,18,8,24,3,12,841,11,1,70.08333333333333
54290,64,0,31,28,7,23,2,3,878,4,1,292.6666666666667
54291,52,0,27,24,4,26,2,1,693,21,1,693.0
54292,64,0,11,30,9,21,2,12,309,27,1,25.75
54293,52,0,55,4,5,16,2,12,460,26,1,38.333333333333336
54294,45,0,27,23,8,19,2,12,854,20,1,71.16666666666667
54295,38,1,31,13,10,22,2,12,194,23,1,16.166666666666668
54296,18,0,45,24,2,22,1,12,112,21,1,9.333333333333334
54297,55,0,43,10,10,20,3,1,783,2,1,783.0
54298,39,1,4,1,1,3,2,12,788,23,1,65.66666666666667
54299,35,0,31,9,0,23,1,1,470,12,1,470.0
54300,26,0,35,12,1,29,2,1,982,17,1,982.0
54301,35,1,39,15,5,21,2,1,660,28,1,660.0
54302,43,1,27,20,8,21,2,1,151,17,1,151.0
54303,40,0,56,28,4,27,1,12,115,10,1,9.583333333333334
54304,27,0,26,10,5,29,2,3,270,20,1,90.0
54305,40,0,24,27,4,21,1,3,173,28,1,57.666666666666664
54306,53,1,13,4,10,8,2,1,466,24,1,466.0
54307,40,0,55,25,2,29,1,12,452,15,1,37.666666666666664
54308,42,1,27,24,7,29,3,1,221,21,1,221.0
54309,49,0,47,7,8,22,3,12,249,15,1,20.75
54310,30,1,35,27,9,23,2,1,754,20,1,754.0
54311,30,1,28,6,7,19,3,3,843,1,1,281.0
54312,22,0,1,1,5,2,2,12,128,24,1,10.666666666666666
54313,20,1,46,21,7,19,2,12,308,8,1,25.666666666666668
54314,64,0,8,17,6,26,2,3,212,8,1,70.66666666666667
54315,51,0,32,11,1,29,2,3,379,29,1,126.33333333333333
54316,54,1,12,2,6,4,2,1,614,29,1,614.0
54317,25,1,37,23,7,29,2,12,622,3,1,51.833333333333336
54318,61,0,51,29,2,25,1,3,385,21,1,128.33333333333334
54319,62,1,37,4,5,14,1,12,945,22,1,78.75
54320,21,0,42,3,6,23,1,1,989,14,1,989.0
54321,52,0,26,6,6,17,3,1,952,26,1,952.0
54322,32,0,6,17,4,23,2,1,424,21,1,424.0
54323,54,1,53,9,9,24,1,12,586,6,1,48.833333333333336
54324,27,0,52,20,9,28,3,1,494,9,1,494.0
54325,55,1,33,11,8,28,3,3,114,26,1,38.0
54326,21,1,35,12,7,19,3,1,760,25,1,760.0
54327,57,1,8,1,8,6,1,3,743,17,1,247.66666666666666
54328,64,1,56,11,10,22,1,3,841,5,1,280.3333333333333
54329,49,0,27,11,5,26,3,12,868,25,1,72.33333333333333
54330,37,0,4,28,6,24,2,12,106,26,1,8.833333333333334
54331,60,0,3,20,2,23,1,1,464,8,1,464.0
54332,25,0,20,26,10,22,1,12,148,28,1,12.333333333333334
54333,59,0,58,2,4,18,3,1,664,28,1,664.0
54334,55,0,46,2,5,14,1,3,526,28,1,175.33333333333334
54335,41,0,51,4,7,19,2,1,567,24,1,567.0
54336,61,0,11,27,3,25,2,1,594,5,1,594.0
54337,51,0,17,20,7,24,3,1,626,10,1,626.0
54338,25,0,15,12,0,30,3,12,313,9,1,26.083333333333332
54339,25,1,51,23,9,25,1,1,593,19,1,593.0
54340,53,0,22,11,10,26,3,1,984,29,1,984.0
54341,40,0,7,6,4,21,3,1,669,29,1,669.0
54342,38,1,43,28,6,21,1,3,721,23,1,240.33333333333334
54343,20,0,32,26,9,29,1,3,542,3,1,180.66666666666666
54344,39,0,26,20,10,23,1,3,313,3,1,104.33333333333333
54345,32,0,58,9,9,18,1,12,834,2,1,69.5
54346,33,1,28,29,7,26,1,3,984,9,1,328.0
54347,45,1,46,20,8,28,2,12,800,9,1,66.66666666666667
54348,35,0,59,2,6,30,3,3,341,23,1,113.66666666666667
54349,47,0,2,10,2,25,1,12,259,5,1,21.583333333333332
54350,49,0,28,6,8,21,1,1,700,8,1,700.0
54351,54,1,41,19,10,18,3,12,109,30,1,9.083333333333334
54352,62,0,4,6,4,25,3,3,474,29,1,158.0
54353,47,1,54,10,6,30,2,1,723,30,1,723.0
54354,27,0,1,2,7,19,1,1,489,27,1,489.0
54355,31,0,24,30,6,16,3,12,1000,14,1,83.33333333333333
54356,35,0,45,12,9,26,2,1,714,17,1,714.0
54357,33,0,8,1,4,26,3,1,933,25,1,933.0
54358,22,0,57,23,3,24,1,1,235,1,1,235.0
54359,64,0,1,8,6,26,2,12,149,9,1,12.416666666666666
54360,41,0,24,30,9,29,3,3,350,16,1,116.66666666666667
54361,60,1,42,7,9,26,1,12,766,7,1,63.833333333333336
54362,52,0,6,9,3,27,1,3,144,3,1,48.0
54363,46,0,52,28,7,23,1,12,141,12,1,11.75
54364,52,0,49,11,7,22,2,3,896,17,1,298.6666666666667
54365,49,1,47,28,9,24,3,12,276,3,1,23.0
54366,48,0,41,19,8,24,2,12,844,10,1,70.33333333333333
54367,64,0,39,2,9,8,2,12,765,22,1,63.75
54368,34,0,43,7,7,28,3,3,694,1,1,231.33333333333334
54369,51,1,57,22,7,24,3,1,171,23,1,171.0
54370,50,1,59,25,7,30,2,1,878,3,1,878.0
54371,31,1,56,9,10,24,2,1,475,16,1,475.0
54372,61,1,50,26,9,28,2,1,785,12,1,785.0
54373,38,0,54,14,9,29,2,12,852,20,1,71.0
54374,28,0,11,14,8,29,3,12,251,6,1,20.916666666666668
54375,25,1,44,13,9,25,3,1,721,11,1,721.0
54376,38,0,24,21,6,20,3,3,152,17,1,50.666666666666664
54377,36,0,53,26,6,18,1,3,580,16,1,193.33333333333334
54378,60,0,50,5,10,29,3,3,139,25,1,46.333333333333336
54379,34,0,47,5,0,27,3,1,264,17,1,264.0
54380,25,1,46,17,7,28,2,3,598,12,1,199.33333333333334
54381,49,0,55,5,0,23,2,3,125,10,1,41.666666666666664
54382,64,1,26,1,7,23,1,1,558,10,1,558.0
54383,43,1,53,13,6,27,1,12,858,14,1,71.5
54384,60,1,56,8,5,26,3,1,334,28,1,334.0
54385,65,1,11,1,10,10,1,3,520,7,1,173.33333333333334
54386,45,0,58,9,8,22,3,12,765,11,1,63.75
54387,47,1,29,22,6,24,3,12,306,13,1,25.5
54388,25,0,6,13,9,25,3,12,384,19,1,32.0
54389,54,0,40,14,6,18,1,1,986,12,1,986.0
54390,61,0,40,4,9,20,3,12,952,17,1,79.33333333333333
54391,46,0,8,30,10,28,2,1,949,2,1,949.0
54392,58,1,38,29,7,30,1,3,538,20,1,179.33333333333334
54393,58,1,32,1,8,21,3,3,229,6,1,76.33333333333333
54394,58,0,40,9,8,20,1,12,496,12,1,41.333333333333336
54395,58,0,54,14,4,27,3,3,395,7,1,131.66666666666666
54396,61,0,22,19,2,22,1,1,490,30,1,490.0
54397,43,0,37,28,9,27,3,3,263,25,1,87.66666666666667
54398,51,0,17,3,8,2,1,12,264,29,1,22.0
54399,19,1,30,22,7,25,1,12,232,4,1,19.333333333333332
54400,59,0,19,23,8,23,1,3,251,11,1,83.66666666666667
54401,23,1,26,6,9,16,1,1,420,19,1,420.0
54402,32,0,7,1,10,11,3,12,668,2,1,55.666666666666664
54403,55,0,60,19,5,27,2,1,110,9,1,110.0
54404,27,1,58,24,5,17,1,1,758,25,1,758.0
54405,56,1,30,22,8,22,2,3,620,8,1,206.66666666666666
54406,40,0,37,3,4,26,1,12,499,24,1,41.583333333333336
54407,56,0,37,21,6,22,1,12,300,11,1,25.0
54408,48,1,32,8,6,18,2,12,474,13,1,39.5
54409,28,1,38,26,8,19,1,3,904,30,1,301.3333333333333
54410,38,1,41,22,8,22,1,1,629,2,1,629.0
54411,63,1,30,20,7,21,3,3,363,16,1,121.0
54412,24,0,58,8,0,24,3,12,224,28,1,18.666666666666668
54413,56,1,15,1,10,1,1,1,985,30,1,985.0
54414,22,0,1,11,9,28,2,1,269,28,1,269.0
54415,57,0,58,24,5,22,2,3,784,21,1,261.3333333333333
54416,52,1,39,30,6,28,3,1,806,11,1,806.0
54417,43,0,12,27,9,21,1,1,125,19,1,125.0
54418,23,0,42,11,9,17,2,1,246,30,1,246.0
54419,48,0,3,1,5,26,2,12,515,2,1,42.916666666666664
54420,23,0,33,19,9,20,1,1,929,1,1,929.0
54421,54,0,59,27,10,19,1,3,828,26,1,276.0
54422,53,0,35,3,4,17,2,12,535,17,1,44.583333333333336
54423,65,1,60,6,6,26,3,12,134,17,1,11.166666666666666
54424,31,0,19,25,6,24,1,1,883,19,1,883.0
54425,20,1,31,29,6,17,2,3,376,7,1,125.33333333333333
54426,23,1,27,29,6,26,3,3,664,30,1,221.33333333333334
54427,64,0,11,1,8,25,3,12,643,13,1,53.583333333333336
54428,56,0,11,10,6,23,3,3,499,11,1,166.33333333333334
54429,23,1,35,3,8,19,3,12,400,9,1,33.333333333333336
54430,38,0,54,18,9,18,2,3,324,13,1,108.0
54431,34,1,52,6,10,24,2,12,534,14,1,44.5
54432,46,1,37,29,8,21,3,12,212,14,1,17.666666666666668
54433,29,0,16,17,9,22,3,1,465,17,1,465.0
54434,48,1,43,9,5,27,2,12,685,28,1,57.083333333333336
54435,64,0,46,5,7,18,2,1,304,28,1,304.0
54436,26,1,35,14,8,30,3,3,114,22,1,38.0
54437,26,0,34,11,8,18,3,12,679,19,1,56.583333333333336
54438,46,1,25,19,7,18,2,1,377,14,1,377.0
54439,18,0,7,1,7,10,3,12,405,15,1,33.75
54440,56,0,56,10,8,19,3,1,572,22,1,572.0
54441,34,0,50,21,0,28,1,1,207,10,1,207.0
54442,25,0,49,7,4,21,1,1,534,3,1,534.0
54443,31,1,24,7,6,30,1,3,280,6,1,93.33333333333333
54444,43,0,9,1,10,25,3,12,839,30,1,69.91666666666667
54445,24,1,53,8,7,26,3,1,595,4,1,595.0
54446,62,1,38,4,4,9,2,12,851,13,1,70.91666666666667
54447,51,0,53,5,10,13,2,12,315,26,1,26.25
54448,44,1,9,2,0,4,3,12,209,24,1,17.416666666666668
54449,30,0,44,16,10,24,1,3,891,24,1,297.0
54450,23,1,47,28,8,22,2,12,254,24,1,21.166666666666668
54451,49,0,26,17,8,20,1,1,614,11,1,614.0
54452,25,1,29,13,7,28,2,1,273,13,1,273.0
54453,26,0,10,1,8,23,3,12,765,1,1,63.75
54454,40,0,10,25,1,24,3,3,471,5,1,157.0
54455,22,0,49,10,6,25,1,1,592,21,1,592.0
54456,65,1,35,12,7,19,1,3,287,11,1,95.66666666666667
54457,24,0,41,27,4,21,3,12,392,6,1,32.666666666666664
54458,58,0,43,5,9,17,2,12,817,8,1,68.08333333333333
54459,65,1,58,18,5,28,1,1,718,14,1,718.0
54460,57,0,48,18,9,22,3,12,560,28,1,46.666666666666664
54461,19,0,45,21,9,27,2,3,372,4,1,124.0
54462,48,0,23,28,4,23,2,12,359,5,1,29.916666666666668
54463,64,0,43,8,7,30,1,3,628,1,1,209.33333333333334
54464,40,0,10,8,1,22,1,1,730,22,1,730.0
54465,57,0,24,21,6,30,2,1,645,12,1,645.0
54466,43,0,12,21,3,27,2,1,261,14,1,261.0
54467,28,0,34,20,5,20,2,3,376,18,1,125.33333333333333
54468,57,1,8,3,8,4,2,1,799,10,1,799.0
54469,32,0,47,11,5,16,1,3,153,27,1,51.0
54470,64,0,51,3,4,16,1,1,248,28,1,248.0
54471,33,0,33,27,7,22,1,3,776,8,1,258.6666666666667
54472,32,1,47,18,6,16,3,1,291,5,1,291.0
54473,40,0,59,6,4,22,2,1,628,19,1,628.0
54474,61,0,37,27,7,22,1,1,972,6,1,972.0
54475,54,1,58,20,6,16,2,1,160,29,1,160.0
54476,55,1,28,12,8,29,3,1,704,9,1,704.0
54477,25,0,40,21,10,26,3,1,426,30,1,426.0
54478,29,0,2,4,1,23,3,1,606,24,1,606.0
54479,50,0,23,29,2,23,3,1,767,22,1,767.0
54480,55,0,55,16,2,25,2,3,486,21,1,162.0
54481,37,0,52,30,7,16,2,1,470,5,1,470.0
54482,54,0,1,24,5,24,2,3,272,25,1,90.66666666666667
54483,18,1,43,6,6,28,2,3,915,14,1,305.0
54484,18,0,51,25,6,30,3,1,101,10,1,101.0
54485,24,1,32,7,5,30,2,3,560,9,1,186.66666666666666
54486,61,0,15,13,8,28,3,1,826,4,1,826.0
54487,54,1,36,1,2,10,1,12,190,23,1,15.833333333333334
54488,41,0,48,17,4,26,2,1,580,26,1,580.0
54489,59,1,46,13,8,16,3,1,529,28,1,529.0
54490,53,1,50,1,4,25,1,12,488,28,1,40.666666666666664
54491,62,0,35,24,5,22,2,3,574,9,1,191.33333333333334
54492,28,0,49,21,5,21,3,3,830,8,1,276.6666666666667
54493,18,1,27,10,7,29,1,3,463,28,1,154.33333333333334
54494,52,1,56,19,6,30,3,12,561,9,1,46.75
54495,64,0,29,29,3,25,3,3,311,30,1,103.66666666666667
54496,31,1,56,9,10,27,3,1,699,14,1,699.0
54497,55,0,40,5,4,25,1,3,781,4,1,260.3333333333333
54498,53,0,46,24,3,23,1,1,535,22,1,535.0
54499,22,0,14,27,9,26,1,12,484,21,1,40.333333333333336
54500,38,1,53,9,9,16,1,3,138,12,1,46.0
54501,24,1,30,30,7,23,1,12,498,20,1,41.5
54502,39,1,57,20,5,20,2,3,263,21,1,87.66666666666667
54503,43,1,33,2,7,21,1,12,254,2,1,21.166666666666668
54504,39,0,28,14,9,22,1,12,801,21,1,66.75
54505,23,0,60,17,5,29,3,12,873,3,1,72.75
54506,18,0,6,5,1,24,2,3,486,15,1,162.0
54507,35,0,45,30,9,23,1,12,705,18,1,58.75
54508,29,1,42,24,7,29,3,1,330,3,1,330.0
54509,20,0,45,22,0,28,2,3,198,9,1,66.0
54510,52,0,5,9,1,26,2,1,639,22,1,639.0
54511,61,0,21,2,10,29,1,12,495,11,1,41.25
54512,34,0,25,16,7,25,2,3,196,10,1,65.33333333333333
54513,53,1,42,14,9,18,1,3,361,17,1,120.33333333333333
54514,58,0,40,1,8,3,3,1,734,8,1,734.0
54515,41,0,3,26,6,29,3,12,191,1,1,15.916666666666666
54516,24,0,9,15,1,24,2,3,291,24,1,97.0
54517,49,0,37,11,6,29,1,12,822,28,1,68.5
54518,65,0,51,28,10,18,3,3,841,26,1,280.3333333333333
54519,48,0,59,29,9,27,1,3,961,13,1,320.3333333333333
54520,44,1,25,27,9,17,1,1,962,21,1,962.0
54521,32,0,11,15,3,30,1,1,873,24,1,873.0
54522,59,0,3,1,1,0,1,12,843,20,1,70.25
54523,28,1,58,18,5,24,1,1,938,22,1,938.0
54524,18,0,60,7,10,25,3,1,514,23,1,514.0
54525,59,0,58,29,5,18,2,12,872,4,1,72.66666666666667
54526,33,1,56,22,5,19,1,1,825,19,1,825.0
54527,42,1,59,26,6,28,3,3,957,29,1,319.0
54528,30,1,33,29,10,22,3,3,536,1,1,178.66666666666666
54529,64,0,8,3,3,28,3,1,259,13,1,259.0
54530,32,0,15,14,9,30,1,3,265,26,1,88.33333333333333
54531,42,0,34,11,2,28,3,3,358,5,1,119.33333333333333
54532,64,0,7,15,2,26,2,12,257,12,1,21.416666666666668
54533,24,1,60,9,7,21,3,3,859,4,1,286.3333333333333
54534,63,0,51,2,9,0,3,1,527,17,1,527.0
54535,60,1,54,8,10,19,3,12,604,6,1,50.333333333333336
54536,28,0,42,15,7,16,3,12,774,9,1,64.5
54537,29,0,45,21,8,16,3,3,795,8,1,265.0
54538,19,0,2,18,2,26,1,1,166,1,1,166.0
54539,54,1,28,4,6,11,2,3,361,9,1,120.33333333333333
54540,64,1,52,2,5,26,2,3,946,6,1,315.3333333333333
54541,49,0,35,23,8,25,1,12,686,11,1,57.166666666666664
54542,48,0,28,10,10,20,3,3,693,8,1,231.0
54543,39,0,16,23,1,24,3,12,154,17,1,12.833333333333334
54544,64,0,32,17,8,25,3,12,519,12,1,43.25
54545,30,1,8,2,4,7,1,12,129,11,1,10.75
54546,61,0,38,28,9,17,2,3,168,20,1,56.0
54547,63,1,49,5,4,10,3,12,525,20,1,43.75
54548,49,0,56,8,5,30,1,1,279,5,1,279.0
54549,35,0,32,4,1,27,2,1,875,4,1,875.0
54550,63,1,47,3,10,12,2,12,347,27,1,28.916666666666668
54551,65,0,25,18,7,27,3,1,677,2,1,677.0
54552,60,0,24,30,10,27,3,1,372,26,1,372.0
54553,54,0,4,1,6,19,2,3,968,12,1,322.6666666666667
54554,25,0,4,27,5,28,3,1,300,7,1,300.0
54555,41,0,29,29,8,20,2,3,884,19,1,294.6666666666667
54556,58,0,50,11,8,26,2,1,272,30,1,272.0
54557,41,1,42,3,6,27,1,1,842,5,1,842.0
54558,51,0,49,1,3,29,3,12,499,5,1,41.583333333333336
54559,28,1,55,25,7,24,1,12,189,21,1,15.75
54560,64,1,57,24,5,27,3,12,953,28,1,79.41666666666667
54561,54,1,58,5,6,4,3,1,949,13,1,949.0
54562,19,0,50,27,10,23,1,3,551,23,1,183.66666666666666
54563,55,1,17,3,7,14,1,1,799,3,1,799.0
54564,63,0,32,2,1,27,1,1,170,6,1,170.0
54565,19,0,47,7,6,20,2,1,911,7,1,911.0
54566,55,0,27,29,10,17,2,12,707,28,1,58.916666666666664
54567,29,1,45,26,7,28,1,1,208,25,1,208.0
54568,46,0,57,2,6,26,1,12,598,21,1,49.833333333333336
54569,61,1,37,30,7,19,3,12,391,1,1,32.583333333333336
54570,56,0,27,28,9,24,1,3,811,22,1,270.3333333333333
54571,48,0,13,26,2,24,2,1,247,6,1,247.0
54572,45,0,44,10,8,21,3,3,291,2,1,97.0
54573,35,0,2,19,6,29,2,1,427,17,1,427.0
54574,38,1,53,2,10,18,1,1,442,19,1,442.0
54575,47,0,38,29,8,24,3,3,443,17,1,147.66666666666666
54576,31,0,31,15,5,18,2,12,584,7,1,48.666666666666664
54577,38,1,50,18,7,22,2,1,463,5,1,463.0
54578,58,1,29,17,8,17,1,3,269,14,1,89.66666666666667
54579,57,0,50,4,7,5,1,1,868,23,1,868.0
54580,26,0,55,21,0,29,1,1,262,9,1,262.0
54581,63,1,21,4,5,12,3,3,154,17,1,51.333333333333336
54582,28,0,54,3,7,30,3,12,934,20,1,77.83333333333333
54583,23,1,47,24,8,23,1,12,853,10,1,71.08333333333333
54584,20,1,38,5,7,26,1,12,746,23,1,62.166666666666664
54585,42,1,50,2,8,28,3,3,584,16,1,194.66666666666666
54586,61,0,54,17,2,24,2,3,112,18,1,37.333333333333336
54587,54,1,46,13,5,17,1,3,728,16,1,242.66666666666666
54588,36,1,35,24,5,25,1,3,869,28,1,289.6666666666667
54589,35,0,39,19,8,17,1,12,854,21,1,71.16666666666667
