Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,MonthlyCharges
57,0,58,6,6,24,2,12,280,3,1,23.33
30,0,7,23,8,21,1,3,419,5,1,139.67
26,0,38,20,8,28,2,3,311,9,1,103.67
42,0,30,16,5,30,1,1,119,14,1,119
59,1,46,21,5,28,2,3,794,19,1,264.67
53,0,15,12,9,29,3,1,163,12,1,163
62,0,39,25,0,22,1,12,349,17,1,29.08
55,1,40,24,7,28,3,1,434,27,1,434
54,1,46,12,7,19,1,12,566,20,1,47.17
42,0,55,11,5,16,1,12,976,17,1,81.33
49,0,3,10,8,25,1,1,738,15,1,738
58,0,5,5,9,14,1,12,600,8,1,50
43,0,51,22,5,20,2,3,925,29,1,308.33
60,0,53,5,7,5,3,12,120,3,1,10
52,1,58,29,6,23,3,1,457,20,1,457
41,0,51,16,7,16,2,12,848,17,1,70.67
27,1,6,1,4,27,1,12,293,14,1,24.42
53,1,4,1,10,2,3,1,334,10,1,334
55,0,55,22,6,17,3,12,915,12,1,76.25
58,0,35,6,9,16,3,1,328,30,1,328
43,0,55,20,8,19,1,1,485,7,1,485
23,0,5,5,10,29,1,3,477,15,1,159
55,1,10,3,5,10,2,12,348,11,1,29
21,1,32,3,6,30,3,3,411,24,1,137
33,1,60,9,9,27,3,12,640,24,1,53.33
55,0,21,10,6,30,1,3,484,18,1,161.33
51,0,27,4,6,11,1,3,345,26,1,115
63,0,59,25,9,28,2,12,941,20,1,78.42
58,1,46,1,9,29,2,1,817,3,1,817
30,0,57,19,6,19,2,3,351,14,1,117
28,1,44,30,8,22,2,1,591,12,1,591
42,0,58,19,1,24,1,1,619,18,1,619
60,1,32,30,6,27,2,3,414,17,1,138
65,0,59,4,9,11,1,3,362,12,1,120.67
47,0,38,14,10,19,3,3,674,7,1,224.67
52,0,44,1,8,10,2,12,623,26,1,51.92
40,1,54,22,9,19,2,1,148,20,1,148
42,0,58,26,6,28,3,12,524,2,1,43.67
58,1,7,1,8,11,2,1,872,3,1,872
47,1,36,29,8,17,1,3,713,18,1,237.67
55,1,30,1,7,25,3,3,476,10,1,158.67
44,0,47,3,8,28,3,12,252,24,1,21
39,1,58,24,5,18,1,3,887,25,1,295.67
38,1,27,19,10,25,3,12,113,27,1,9.42
52,0,56,1,10,19,2,3,983,13,1,327.67
31,1,53,3,6,16,1,3,873,23,1,291
42,0,53,18,8,27,1,1,117,10,1,117
46,1,51,22,7,26,3,3,335,7,1,111.67
36,0,24,21,6,24,1,12,343,24,1,28.58
62,0,59,3,6,30,2,1,584,14,1,584
40,0,26,18,9,27,1,1,777,3,1,777
27,0,5,27,5,25,1,1,376,17,1,376
58,0,58,12,6,17,2,12,185,19,1,15.42
20,0,40,4,10,29,1,3,352,29,1,117.33
63,0,42,14,6,21,2,3,175,27,1,58.33
59,0,25,13,6,21,2,12,337,14,1,28.08
59,0,19,12,0,23,3,12,182,10,1,15.17
27,0,56,6,7,29,2,3,284,4,1,94.67
19,0,1,23,9,25,2,1,111,25,1,111
37,0,35,13,8,28,2,12,701,25,1,58.42
54,1,51,5,7,27,1,3,417,22,1,139
26,1,53,22,8,20,2,3,848,15,1,282.67
28,0,34,27,7,27,3,3,494,23,1,164.67
61,0,50,1,10,26,2,3,357,15,1,119
28,0,9,7,5,23,1,1,626,12,1,626
49,0,20,1,7,30,3,1,652,28,1,652
24,0,55,28,8,23,2,12,807,22,1,67.25
34,0,59,10,7,24,2,3,724,6,1,241.33
38,0,57,10,0,30,3,1,180,1,1,180
35,0,48,24,9,25,3,1,659,30,1,659
54,1,53,3,4,30,1,1,368,9,1,368
25,0,9,1,2,26,1,3,243,10,1,81
39,0,54,26,3,21,1,12,366,15,1,30.5
63,0,8,25,6,24,1,3,152,8,1,50.67
21,0,41,2,2,26,3,1,180,11,1,180
47,1,58,15,5,24,2,12,394,7,1,32.83
55,1,27,9,9,19,2,1,641,28,1,641
50,1,51,17,10,27,1,1,767,1,1,767
18,0,60,7,5,29,3,12,881,10,1,73.42
49,0,19,11,9,29,3,1,959,19,1,959
38,1,49,23,8,27,1,3,979,20,1,326.33
62,0,21,4,4,10,2,3,448,15,1,149.33
41,1,47,6,9,27,1,12,218,6,1,18.17
25,1,35,23,9,19,1,12,220,14,1,18.33
46,1,51,13,8,20,2,12,437,4,1,36.42
29,0,3,20,9,23,1,3,369,15,1,123
26,0,37,8,2,26,2,1,929,13,1,929
65,0,5,2,10,0,2,1,613,6,1,613
36,1,51,25,8,30,3,3,538,30,1,179.33
53,0,18,14,2,27,3,12,494,21,1,41.17
21,1,46,27,9,22,2,12,985,16,1,82.08
56,0,22,18,10,29,1,1,962,10,1,962
58,1,45,4,6,27,2,3,479,25,1,159.67
48,1,33,29,5,17,2,3,370,7,1,123.33
50,0,18,20,3,26,1,1,407,28,1,407
21,1,56,9,10,18,2,12,501,12,1,41.75
43,1,24,16,5,25,2,3,598,13,1,199.33
52,0,44,15,6,18,1,12,271,2,1,22.58
60,0,44,17,4,21,1,12,459,5,1,38.25
22,1,29,17,9,26,2,1,931,25,1,931
46,0,58,15,10,30,2,3,350,8,1,116.67
38,1,58,14,9,27,3,1,759,30,1,759
28,1,59,6,8,18,3,3,471,2,1,157
29,0,4,7,0,27,2,1,986,11,1,986
64,0,22,1,4,12,1,3,168,8,1,56
41,0,18,2,8,27,1,1,667,26,1,667
53,0,54,30,8,16,1,12,597,4,1,49.75
42,0,18,23,0,23,3,12,226,13,1,18.83
53,0,48,15,6,30,1,1,109,10,1,109
36,0,54,14,10,20,3,12,176,12,1,14.67
49,1,28,16,5,23,1,3,301,17,1,100.33
25,0,12,21,10,21,3,1,501,22,1,501
31,0,56,30,10,16,3,1,844,19,1,844
46,1,26,16,5,25,1,12,539,21,1,44.92
62,0,25,14,5,17,2,12,368,7,1,30.67
35,0,39,4,8,18,3,3,163,18,1,54.33
48,1,56,12,6,25,2,3,780,13,1,260
50,0,55,5,5,22,3,12,583,17,1,48.58
42,0,18,8,10,27,1,12,116,11,1,9.67
51,0,46,18,4,24,3,1,473,23,1,473
63,1,38,27,10,18,3,1,380,9,1,380
37,1,30,29,6,27,1,12,364,6,1,30.33
31,0,35,24,7,29,1,3,847,29,1,282.33
45,0,58,24,4,30,1,1,827,22,1,827
19,1,52,28,5,24,2,12,710,14,1,59.17
44,0,12,15,9,30,2,1,852,7,1,852
32,1,26,15,7,21,3,12,597,4,1,49.75
54,1,6,1,9,17,1,3,458,1,1,152.67
50,0,30,4,5,22,3,3,929,24,1,309.67
18,0,23,29,8,21,3,1,169,11,1,169
21,1,33,12,10,24,2,3,341,6,1,113.67
59,1,34,17,9,23,3,3,329,21,1,109.67
18,0,10,6,4,25,1,12,252,8,1,21
19,1,38,30,6,16,3,3,328,7,1,109.33
43,0,5,29,1,26,2,1,209,7,1,209
37,0,22,20,8,23,3,12,296,6,1,24.67
47,1,26,14,6,20,2,1,783,15,1,783
44,0,28,8,6,16,2,12,514,8,1,42.83
52,0,35,1,8,17,3,1,144,24,1,144
51,0,30,27,4,28,3,12,176,25,1,14.67
35,0,40,7,9,21,3,12,703,7,1,58.58
40,1,58,20,10,25,1,1,260,14,1,260
59,0,29,14,9,18,2,3,472,13,1,157.33
25,0,36,18,6,24,3,12,197,16,1,16.42
18,0,27,19,10,22,1,12,607,9,1,50.58
51,0,4,1,0,29,3,1,843,22,1,843
24,1,58,16,5,22,1,3,407,27,1,135.67
51,0,44,30,1,23,1,1,887,13,1,887
36,1,29,7,8,30,3,1,413,5,1,413
54,1,48,2,9,29,1,3,757,7,1,252.33
37,0,17,6,10,27,2,3,397,17,1,132.33
18,0,56,26,9,16,2,1,319,26,1,319
35,0,39,20,2,22,2,12,130,22,1,10.83
60,0,50,10,9,28,2,3,153,20,1,51
59,0,58,27,0,21,3,3,218,28,1,72.67
51,0,45,5,6,18,1,12,464,4,1,38.67
64,1,48,27,5,18,3,12,645,17,1,53.75
46,0,25,3,10,22,1,12,137,14,1,11.42
58,0,12,13,5,23,1,3,104,4,1,34.67
64,0,54,30,9,28,2,3,229,19,1,76.33
22,0,9,26,2,21,2,1,609,4,1,609
18,1,41,3,7,22,1,1,988,6,1,988
29,0,15,22,9,21,3,3,145,14,1,48.33
64,1,32,25,6,30,1,1,847,30,1,847
48,0,24,25,10,16,1,3,133,4,1,44.33
58,1,59,18,9,27,2,1,495,13,1,495
65,0,52,2,7,22,2,3,772,3,1,257.33
19,0,46,24,8,24,2,1,690,10,1,690
57,0,13,4,6,13,2,1,875,29,1,875
49,1,15,1,9,7,1,12,111,25,1,9.25
60,0,15,4,3,26,2,1,176,30,1,176
30,0,25,12,10,19,1,12,719,28,1,59.92
23,0,33,5,7,19,2,3,118,20,1,39.33
43,0,42,3,7,29,1,1,621,7,1,621
51,0,38,2,8,25,3,1,395,12,1,395
37,1,24,15,8,26,1,12,139,4,1,11.58
48,1,57,29,10,22,2,12,408,27,1,34
47,0,60,1,5,23,1,3,248,27,1,82.67
53,1,9,5,8,3,1,3,817,23,1,272.33
62,0,45,2,7,17,2,3,359,28,1,119.67
35,1,40,18,10,29,2,3,583,16,1,194.33
20,1,33,30,6,19,2,1,216,3,1,216
51,1,25,9,9,29,3,3,576,26,1,192
26,0,17,14,3,26,3,3,307,28,1,102.33
48,1,14,1,6,7,3,12,176,6,1,14.67
57,1,45,27,8,30,1,1,310,6,1,310
58,0,19,1,7,17,3,1,713,28,1,713
19,0,39,14,9,25,2,12,450,7,1,37.5
52,1,29,25,10,16,2,3,635,17,1,211.67
35,1,59,7,8,22,3,12,601,27,1,50.08
35,0,34,4,2,26,1,3,118,17,1,39.33
43,0,20,30,5,21,1,3,410,16,1,136.67
53,1,57,3,9,3,2,1,358,23,1,358
49,0,19,5,0,22,1,3,308,26,1,102.67
39,0,54,30,7,21,3,12,156,2,1,13
59,0,3,4,5,12,3,1,356,15,1,356
62,1,11,1,1,20,1,12,475,20,1,39.58
32,1,24,27,5,30,2,12,123,11,1,10.25
29,0,51,21,0,21,3,1,544,23,1,544
39,1,30,3,7,26,3,3,424,19,1,141.33
56,0,45,17,10,19,3,3,829,30,1,276.33
55,0,37,21,0,24,1,1,226,21,1,226
56,0,12,18,1,21,1,1,773,21,1,773
31,0,26,1,8,20,2,1,669,4,1,669
33,0,45,6,6,20,1,3,897,10,1,299
33,0,2,5,1,24,2,12,449,16,1,37.42
56,0,16,14,6,25,1,12,143,14,1,11.92
20,0,6,26,0,22,3,3,132,13,1,44
57,0,46,3,9,4,3,3,660,11,1,220
50,1,38,27,9,19,1,3,787,8,1,262.33
32,0,5,1,0,18,1,3,815,4,1,271.67
45,0,48,27,9,25,3,12,449,12,1,37.42
20,0,36,20,6,19,1,12,885,25,1,73.75
28,0,32,1,9,16,1,1,532,11,1,532
46,0,32,26,6,21,2,3,951,6,1,317
58,0,51,27,6,26,3,1,549,7,1,549
55,0,12,30,9,30,1,1,374,25,1,374
42,0,32,5,7,23,2,12,360,5,1,30
28,0,59,23,7,20,2,12,652,3,1,54.33
63,0,42,4,8,0,2,1,951,13,1,951
25,0,57,4,0,23,1,12,103,3,1,8.58
58,0,60,19,8,18,1,12,495,24,1,41.25
23,0,45,6,6,22,3,1,855,16,1,855
21,0,43,17,7,16,3,3,702,3,1,234
30,1,52,16,9,17,1,1,941,21,1,941
19,0,45,1,8,23,3,1,419,17,1,419
56,0,14,2,5,11,3,12,216,11,1,18
44,0,25,6,5,28,2,3,702,5,1,234
19,1,27,2,6,17,2,3,629,25,1,209.67
32,0,39,22,7,29,1,3,407,26,1,135.67
51,1,54,5,8,7,1,1,159,29,1,159
37,0,10,23,9,22,1,1,812,7,1,812
57,1,55,22,6,25,1,12,948,19,1,79
53,0,1,12,2,30,2,12,246,2,1,20.5
65,0,14,20,10,21,2,1,363,20,1,363
34,0,60,25,8,20,2,1,679,23,1,679
51,1,38,18,8,21,2,12,762,15,1,63.5
63,1,38,24,8,18,3,1,211,5,1,211
63,0,33,23,4,29,3,1,735,3,1,735
31,0,55,28,7,16,2,12,870,22,1,72.5
35,0,59,12,8,18,2,3,989,17,1,329.67
23,0,48,13,10,19,3,12,233,8,1,19.42
34,1,44,21,10,22,2,3,539,26,1,179.67
22,0,33,13,7,26,2,12,497,8,1,41.42
40,0,57,2,8,27,3,12,631,30,1,52.58
59,0,15,1,8,28,3,12,429,3,1,35.75
44,0,54,24,6,26,3,12,319,25,1,26.58
26,0,59,24,7,25,1,3,379,20,1,126.33
28,0,7,15,6,29,1,12,328,27,1,27.33
26,0,41,16,8,21,2,12,178,19,1,14.83
21,0,58,9,5,18,2,12,531,30,1,44.25
65,1,40,1,9,5,3,1,300,30,1,300
58,0,38,20,8,30,1,12,560,24,1,46.67
47,0,24,23,10,28,1,12,774,25,1,64.5
48,1,39,29,8,25,3,1,767,14,1,767
47,0,23,12,9,29,3,12,266,25,1,22.17
53,0,49,9,7,30,2,1,767,22,1,767
50,1,48,11,9,30,1,1,858,3,1,858
38,0,36,1,0,30,1,1,778,18,1,778
25,0,56,24,9,28,1,12,721,13,1,60.08
40,1,50,12,8,30,3,12,674,27,1,56.17
58,1,49,25,7,27,1,12,161,14,1,13.42
57,1,43,25,10,20,2,3,583,24,1,194.33
40,0,56,6,10,25,2,3,264,30,1,88
32,1,48,24,6,25,3,12,476,29,1,39.67
25,1,50,1,8,17,2,1,329,8,1,329
29,0,41,2,10,29,3,3,564,18,1,188
34,0,14,9,6,22,2,1,407,9,1,407
26,1,49,15,10,23,1,12,362,4,1,30.17
59,1,50,22,5,26,2,3,311,3,1,103.67
28,0,51,25,4,23,3,12,453,19,1,37.75
30,0,45,10,7,18,1,3,191,18,1,63.67
61,0,29,20,7,25,2,12,734,21,1,61.17
22,1,60,9,5,27,3,12,557,13,1,46.42
31,0,40,11,3,30,3,12,195,16,1,16.25
50,0,55,26,8,22,2,3,961,19,1,320.33
31,0,54,22,7,19,1,1,646,2,1,646
31,0,9,11,6,29,3,1,461,28,1,461
38,1,59,26,7,26,1,1,311,6,1,311
48,0,16,30,10,29,2,1,465,19,1,465
51,0,13,2,8,0,3,3,985,18,1,328.33
60,1,47,4,5,30,2,3,352,3,1,117.33
58,1,22,5,9,22,2,1,719,11,1,719
46,0,26,2,8,29,3,3,447,26,1,149
58,0,60,5,9,10,2,1,960,19,1,960
31,1,59,29,6,27,2,3,361,3,1,120.33
27,0,58,13,10,17,3,12,750,30,1,62.5
23,1,54,30,10,26,3,1,587,1,1,587
44,1,29,11,7,28,3,3,431,30,1,143.67
21,1,49,23,6,26,1,1,461,19,1,461
51,1,55,28,6,19,1,1,257,6,1,257
41,1,24,27,8,23,1,3,311,11,1,103.67
33,0,46,18,10,25,1,3,782,26,1,260.67
49,1,31,6,6,25,3,1,961,9,1,961
49,0,34,30,6,25,1,1,749,12,1,749
59,0,31,4,5,16,1,1,642,7,1,642
27,1,49,9,5,16,1,1,153,12,1,153
60,1,27,6,5,22,2,12,722,12,1,60.17
51,1,54,20,10,28,3,12,926,18,1,77.17
61,1,33,28,9,22,1,1,282,26,1,282
46,1,46,1,10,28,3,1,860,9,1,860
63,1,36,2,10,20,3,12,235,19,1,19.58
43,1,34,30,9,25,1,12,122,8,1,10.17
53,1,27,3,10,15,1,12,482,14,1,40.17
57,0,31,1,7,9,1,12,457,20,1,38.08
18,0,27,27,7,18,2,12,571,25,1,47.58
33,0,34,12,6,28,3,12,140,21,1,11.67
55,0,10,1,7,2,3,12,371,21,1,30.92
23,0,58,17,10,21,2,1,616,25,1,616
57,1,59,23,8,29,1,1,525,16,1,525
28,0,3,1,3,7,1,1,331,20,1,331
33,1,55,20,5,21,2,3,342,8,1,114
41,0,57,4,8,25,1,12,837,6,1,69.75
52,0,42,12,1,24,1,3,439,15,1,146.33
46,1,40,27,10,16,3,3,592,11,1,197.33
62,0,12,4,10,29,3,12,309,20,1,25.75
38,1,52,29,10,28,2,3,606,26,1,202
28,0,29,27,8,23,3,3,536,11,1,178.67
51,1,50,2,5,9,2,1,462,22,1,462
45,1,26,17,10,25,2,1,634,27,1,634
64,1,49,29,10,26,1,3,250,1,1,83.33
44,1,50,4,5,27,2,1,644,27,1,644
28,0,33,1,7,22,1,3,911,24,1,303.67
44,0,11,5,0,22,2,1,688,12,1,688
23,1,52,29,8,28,1,1,545,2,1,545
28,0,2,20,8,30,2,1,430,29,1,430
61,1,10,1,5,17,2,1,604,15,1,604
25,1,48,5,10,22,3,12,810,16,1,67.5
42,1,26,2,7,8,3,12,168,9,1,14
43,1,43,21,6,25,1,3,624,4,1,208
44,0,53,6,10,21,1,3,319,17,1,106.33
60,0,55,24,1,29,3,1,795,7,1,795
61,1,33,4,5,0,2,3,449,25,1,149.67
25,1,60,10,8,23,1,12,373,15,1,31.08
64,0,43,18,8,28,3,1,326,20,1,326
38,0,14,15,6,29,3,1,445,12,1,445
65,1,51,4,9,9,2,3,781,13,1,260.33
61,0,40,30,1,25,2,12,396,26,1,33
48,0,18,27,1,27,2,1,603,3,1,603
25,1,51,18,10,29,2,3,965,12,1,321.67
56,0,23,20,0,24,2,1,456,3,1,456
24,1,50,20,9,25,1,1,646,17,1,646
52,1,27,12,7,23,1,12,387,21,1,32.25
40,0,44,4,4,22,3,1,505,30,1,505
48,1,47,1,7,21,1,3,534,10,1,178
38,1,36,28,8,22,3,12,405,19,1,33.75
50,0,51,8,2,26,3,3,284,8,1,94.67
29,0,26,5,1,25,3,1,159,23,1,159
35,1,54,10,10,30,2,12,921,29,1,76.75
40,1,24,2,7,16,3,1,376,1,1,376
65,0,12,24,1,26,2,12,472,20,1,39.33
53,0,48,5,0,25,2,1,875,17,1,875
37,0,14,10,7,26,1,3,196,22,1,65.33
22,1,45,1,8,24,3,3,431,28,1,143.67
58,1,58,7,5,20,2,12,847,21,1,70.58
60,0,24,7,7,25,3,12,469,4,1,39.08
36,0,23,9,2,23,2,12,301,11,1,25.08
34,0,3,16,7,22,1,3,476,2,1,158.67
31,1,28,7,5,30,2,1,692,18,1,692
30,1,40,23,10,27,1,12,597,10,1,49.75
52,0,55,12,2,21,2,1,866,7,1,866
33,0,15,23,4,26,3,12,463,17,1,38.58
31,0,37,12,6,16,2,3,707,29,1,235.67
49,0,26,3,4,25,2,12,101,8,1,8.42
55,0,45,16,8,28,3,3,864,23,1,288
37,1,48,24,8,16,1,1,247,30,1,247
65,0,13,5,8,15,3,3,422,18,1,140.67
18,0,36,8,5,24,3,12,536,19,1,44.67
21,1,55,19,7,18,1,3,185,16,1,61.67
63,1,28,25,8,21,2,3,963,27,1,321
22,0,10,12,9,30,2,1,451,9,1,451
21,1,53,21,5,16,2,3,684,1,1,228
39,0,5,27,8,24,1,3,495,6,1,165
44,0,49,19,6,29,1,1,568,21,1,568
45,1,57,25,10,18,3,3,185,14,1,61.67
63,1,32,5,7,8,2,1,941,14,1,941
63,0,21,3,8,24,3,1,361,18,1,361
34,0,2,29,3,22,2,1,503,12,1,503
47,1,40,12,5,27,2,12,496,13,1,41.33
49,1,54,13,9,20,1,1,907,30,1,907
41,0,9,26,0,23,1,1,981,7,1,981
44,1,26,26,7,19,1,3,471,1,1,157
42,0,60,29,10,21,3,1,718,30,1,718
56,0,4,2,6,18,1,1,160,25,1,160
64,0,42,12,8,17,2,3,207,16,1,69
23,0,17,29,5,24,2,12,256,2,1,21.33
29,0,22,22,4,24,3,12,466,10,1,38.83
34,1,45,11,8,19,1,3,606,8,1,202
37,0,4,25,8,28,1,1,115,5,1,115
18,0,20,1,0,22,3,12,283,8,1,23.58
32,0,37,1,6,23,3,3,660,13,1,220
25,0,30,12,5,24,3,3,679,4,1,226.33
32,0,15,10,1,26,1,1,312,8,1,312
54,1,29,18,6,26,1,12,105,25,1,8.75
50,0,7,19,0,25,2,1,107,14,1,107
57,1,27,22,5,20,1,12,836,19,1,69.67
59,0,34,5,8,2,2,3,878,26,1,292.67
31,0,39,19,9,26,1,12,973,17,1,81.08
52,0,20,26,0,27,3,1,217,15,1,217
55,0,26,17,8,19,3,12,102,23,1,8.5
28,0,60,4,6,21,3,12,893,11,1,74.42
34,0,57,4,6,27,3,1,106,8,1,106
63,1,25,23,6,22,2,12,163,30,1,13.58
64,0,32,2,6,26,2,12,923,10,1,76.92
47,0,55,22,6,16,2,12,950,26,1,79.17
35,0,56,20,8,22,2,3,851,9,1,283.67
47,1,53,23,9,23,1,1,966,27,1,966
26,0,48,19,9,16,3,12,474,5,1,39.5
37,1,42,7,9,18,1,3,176,8,1,58.67
34,0,22,27,0,23,1,3,276,24,1,92
37,0,13,9,8,22,2,1,281,16,1,281
62,1,60,29,5,29,2,12,977,21,1,81.42
21,0,39,9,8,30,2,3,822,20,1,274
58,0,36,15,8,29,2,12,303,29,1,25.25
25,1,60,16,10,30,3,3,680,6,1,226.67
51,1,20,4,6,25,3,12,386,20,1,32.17
22,0,47,26,8,22,2,3,536,6,1,178.67
53,1,36,18,10,23,1,1,808,22,1,808
48,0,4,4,3,22,1,12,219,16,1,18.25
27,0,59,4,3,22,3,1,902,20,1,902
58,0,59,14,10,24,3,1,184,9,1,184
27,0,40,16,7,30,1,1,260,9,1,260
27,1,57,12,7,24,1,12,152,22,1,12.67
43,1,50,23,9,19,3,12,165,25,1,13.75
58,0,39,8,9,21,1,12,620,14,1,51.67
65,0,47,17,0,25,2,1,921,8,1,921
35,0,18,2,0,24,3,3,454,9,1,151.33
31,0,34,24,10,26,3,12,539,16,1,44.92
45,1,30,1,8,24,2,12,403,12,1,33.58
54,1,46,25,7,26,3,3,616,17,1,205.33
44,0,31,25,8,16,2,3,700,24,1,233.33
18,0,57,12,10,26,1,1,567,30,1,567
55,1,4,2,6,6,1,1,808,30,1,808
47,1,38,2,3,26,2,12,217,27,1,18.08
64,1,59,21,7,25,2,3,318,3,1,106
64,0,12,17,4,25,3,1,176,10,1,176
56,0,57,30,8,19,1,1,250,23,1,250
51,1,57,18,10,16,3,3,512,15,1,170.67
23,0,42,30,7,22,3,12,142,11,1,11.83
21,1,51,10,8,28,2,3,439,17,1,146.33
26,0,55,10,0,28,1,12,356,7,1,29.67
22,0,24,6,10,25,2,12,477,30,1,39.75
25,1,46,12,9,23,3,12,127,16,1,10.58
50,0,59,11,7,22,3,3,966,26,1,322
34,0,58,29,7,19,2,12,590,15,1,49.17
65,0,13,4,6,19,1,12,500,10,1,41.67
19,1,54,13,7,17,1,1,302,30,1,302
62,1,1,2,2,30,1,1,961,24,1,961
53,0,19,30,10,30,2,1,377,1,1,377
51,1,3,5,8,18,3,1,656,25,1,656
50,0,45,2,4,30,1,12,392,24,1,32.67
44,1,46,15,6,18,3,12,133,26,1,11.08
53,1,44,2,10,10,1,3,396,18,1,132
37,0,40,2,2,27,1,1,823,28,1,823
44,1,56,16,8,21,1,1,620,28,1,620
64,1,19,1,7,14,1,12,962,1,1,80.17
51,1,34,1,9,16,1,12,934,5,1,77.83
19,1,46,17,8,19,2,1,538,25,1,538
56,1,52,19,10,25,2,12,708,5,1,59
63,0,13,3,6,17,1,12,101,10,1,8.42
31,1,47,6,5,16,1,3,540,13,1,180
21,0,14,26,9,24,1,12,299,16,1,24.92
43,1,3,3,7,9,1,12,629,16,1,52.42
37,1,50,3,9,24,1,3,660,14,1,220
65,0,26,25,8,29,1,12,161,3,1,13.42
28,0,37,2,4,10,2,12,274,26,1,22.83
62,0,40,25,5,22,3,1,529,14,1,529
62,1,20,5,6,26,2,12,396,29,1,33
34,1,26,19,10,20,1,1,696,11,1,696
28,1,55,4,9,19,1,3,969,2,1,323
65,0,2,10,1,23,3,1,552,5,1,552
64,1,48,23,8,21,2,3,973,13,1,324.33
51,1,35,30,9,25,3,3,399,21,1,133
52,0,42,11,3,21,1,3,288,20,1,96
57,1,44,8,7,16,3,12,347,20,1,28.92
19,0,33,7,5,30,3,12,188,5,1,15.67
39,0,53,11,6,16,3,3,507,19,1,169
21,1,48,12,8,29,1,3,721,19,1,240.33
63,0,60,10,7,24,2,1,206,4,1,206
34,1,56,29,8,25,3,12,737,24,1,61.42
58,0,45,14,5,17,2,3,158,24,1,52.67
21,0,44,21,2,29,2,12,119,21,1,9.92
19,0,47,4,6,27,3,3,621,2,1,207
44,1,40,23,9,25,2,3,462,6,1,154
53,1,3,4,6,26,2,1,707,11,1,707
23,0,49,29,5,19,3,1,305,18,1,305
30,0,10,20,5,30,2,12,366,9,1,30.5
42,0,35,25,10,18,3,3,962,19,1,320.67
21,0,49,26,4,29,2,3,494,27,1,164.67
63,0,47,2,5,14,1,3,476,11,1,158.67
44,0,42,4,8,23,1,1,391,7,1,391
58,0,2,20,6,29,2,12,292,3,1,24.33
30,1,58,28,8,20,3,12,969,4,1,80.75
34,0,38,29,0,29,3,1,839,12,1,839
55,1,43,6,9,21,2,3,509,23,1,169.67
28,0,19,7,2,25,1,1,717,2,1,717
51,0,48,4,10,24,3,1,435,17,1,435
18,0,30,19,6,24,1,12,667,4,1,55.58
63,1,37,14,5,28,3,3,378,17,1,126
51,1,46,16,8,28,2,12,500,22,1,41.67
65,0,35,5,7,10,1,1,777,19,1,777
25,1,50,10,10,30,2,3,384,27,1,128
57,0,22,23,3,26,2,1,899,11,1,899
59,0,25,1,8,7,1,12,145,27,1,12.08
60,1,26,25,5,24,3,3,358,19,1,119.33
61,1,1,5,7,16,1,12,387,11,1,32.25
58,0,59,4,7,14,1,3,301,17,1,100.33
21,1,35,10,8,18,1,3,641,5,1,213.67
54,0,32,24,0,22,2,3,306,2,1,102
48,0,46,15,4,29,2,12,327,1,1,27.25
32,1,33,24,6,17,2,3,917,28,1,305.67
63,1,45,27,10,16,1,12,688,5,1,57.33
51,0,48,3,10,18,2,3,222,15,1,74
42,0,8,10,2,29,1,1,300,2,1,300
29,0,14,2,4,22,2,3,271,6,1,90.33
58,0,59,12,10,30,2,3,367,24,1,122.33
26,0,13,30,4,28,1,1,163,28,1,163
51,1,45,3,7,4,1,1,108,6,1,108
18,0,43,14,0,24,2,1,987,27,1,987
37,1,32,14,7,28,3,12,148,16,1,12.33
65,1,46,6,5,28,2,12,722,1,1,60.17
58,1,54,7,5,20,1,12,101,7,1,8.42
48,0,17,7,3,21,3,3,475,13,1,158.33
28,0,52,8,10,19,3,12,725,11,1,60.42
20,1,37,13,8,24,3,12,347,29,1,28.92
55,1,46,17,9,24,3,3,248,26,1,82.67
27,1,57,24,5,18,2,12,698,11,1,58.17
57,1,40,5,9,29,3,1,745,18,1,745
30,0,28,6,7,24,1,12,290,11,1,24.17
48,0,54,20,5,29,3,12,540,9,1,45
64,0,29,22,4,30,3,3,131,22,1,43.67
59,0,1,16,7,29,1,12,379,15,1,31.58
22,0,55,16,7,17,1,1,678,4,1,678
45,0,49,25,3,24,2,12,198,12,1,16.5
39,0,24,20,7,26,3,12,497,19,1,41.42
62,0,48,1,2,29,3,3,205,23,1,68.33
64,1,32,18,10,16,1,12,189,27,1,15.75
19,1,55,20,5,17,2,3,127,6,1,42.33
35,0,36,27,5,28,1,3,901,26,1,300.33
39,0,18,7,7,24,1,1,870,2,1,870
40,0,57,14,2,30,2,12,217,19,1,18.08
62,1,32,10,10,28,1,1,378,3,1,378
56,0,46,1,4,12,1,12,505,25,1,42.08
20,0,27,23,5,21,3,12,849,29,1,70.75
34,0,17,4,9,22,2,3,336,6,1,112
40,1,35,6,6,17,2,3,634,26,1,211.33
22,0,57,5,6,22,3,3,112,4,1,37.33
34,1,43,16,8,30,2,1,214,14,1,214
50,0,17,11,5,22,2,12,205,12,1,17.08
40,0,35,19,3,27,2,1,964,28,1,964
36,0,18,4,10,30,3,1,502,9,1,502
37,0,42,23,8,18,1,1,624,13,1,624
54,1,34,2,8,26,3,1,360,17,1,360
35,1,25,17,7,24,2,1,912,4,1,912
64,0,36,11,5,25,2,1,364,1,1,364
